"isolate","scheme","ST","adk","fumC","gyrB","icd","mdh","purA","recA","Species","O.type","H.type","Serotype","QC","Evidence","GeneScores","AlleleKeys","GeneIdentities...","GeneCoverages...","GeneContigNames","GeneRanges","GeneLengths","Database","Warnings","SRA","Biosample","benchmark_included","stx_profile","stx_count","plasmid_profile","plasmid_count","Unique","Distinct","Total","Max_count","rep_types","rep_frac_distinct","rep_frac_total"
"GCF_024331535.2_ASM2433153v2","ecoli_achtman_4","3268","adk(4)","fumC(26)","gyrB(2)","icd(363)","mdh(5)","purA(5)","recA(19)","-","O153","H9","O153:H9","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H9-5-fliC;","99.915;100;99.901;","100;100;100;","NZ_CP117006.1;NZ_CP117006.1;NZ_CP117006.1;","1855043-1856221;1852908-1854086;1974521-1976533;","1179;1179;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5025172,5081523,5191342,29,56351,0.011089,0.032009
"GCF_024331585.2_ASM2433158v2","ecoli_achtman_4","38","adk(4)","fumC(26)","gyrB(2)","icd(25)","mdh(5)","purA(5)","recA(19)","-","O3","H30","O3:H30","-","Based on 3 allele(s)","wzx:1;wzy:0.998;fliC:1;","O3-3-wzx;O3-5-wzy;H30-2-fliC;","100;99.816;100;","100;100;100;","NZ_CP117008.1;NZ_CP117008.1;NZ_CP117008.1;","1962346-1963839;1964987-1966072;2174825-2176537;","1494;1086;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5122486,5210926,5357617,27,88440,0.016972,0.043887
"GCF_024396535.1_ASM2439653v1","ecoli_achtman_4","1193","adk(14)","fumC(14)","gyrB(10)","icd(200)","mdh(17)","purA(7)","recA(10)","-","O75","H5","O75:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O75-6-wzx;O75-11-wzy;H5-6-fliC;","100;100;100;","100;100;100;","NZ_CP092532.1;NZ_CP092532.1;NZ_CP092532.1;","1884917-1886449;1878945-1880018;2053704-2055013;","1533;1074;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4810285,4856291,4937694,91,46006,0.009473,0.025803
"GCF_024396555.1_ASM2439655v1","ecoli_achtman_4","1193","adk(14)","fumC(14)","gyrB(10)","icd(200)","mdh(17)","purA(7)","recA(10)","-","O75","H5","O75:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O75-6-wzx;O75-11-wzy;H5-6-fliC;","100;100;100;","100;100;100;","NZ_CP092533.1;NZ_CP092533.1;NZ_CP092533.1;","1884901-1886433;1878929-1880002;2053688-2054997;","1533;1074;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4810590,4856585,4937827,91,45995,0.009471,0.025768
"GCF_024396575.1_ASM2439657v1","ecoli_achtman_4","1193","adk(14)","fumC(14)","gyrB(10)","icd(200)","mdh(17)","purA(7)","recA(10)","-","O75","H5","O75:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O75-6-wzx;O75-11-wzy;H5-6-fliC;","100;100;100;","100;100;100;","NZ_CP092534.1;NZ_CP092534.1;NZ_CP092534.1;","1884922-1886454;1878950-1880023;2053709-2055018;","1533;1074;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4810479,4856521,4937865,91,46042,0.00948,0.025798
"GCF_024399055.1_ASM2439905v1","ecoli_achtman_4","58","adk(6)","fumC(4)","gyrB(4)","icd(16)","mdh(24)","purA(8)","recA(14)","-","O8","H25","O8:H25","-","Based on 3 allele(s)","wzm:0.999;wzt:0.996;fliC:1;","O8-17-wzm;O8-31-wzt;H25-2-fliC-origin;","99.874;99.588;100;","100;100;100;","NZ_CP074680.1;NZ_CP074680.1;NZ_CP074680.1;","1839606-1840400;1840400-1841614;1982926-1984257;","795;1215;1332;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4882015,4954614,5101325,50,72599,0.014653,0.042991
"GCF_024399595.1_ASM2439959v1","ecoli_achtman_4","410","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(18)","recA(7)","-","O8","H9","O8:H9","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O8-5-wzx-origin;O8-7-wzy-origin;H9-1-fliC-origin;","99.916;100;99.95;","100;100;100;","NZ_CP101615.1;NZ_CP101615.1;NZ_CP101615.1;","1815098-1816285;1813867-1815108;1925814-1927826;","1188;1242;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4838114,4887961,4991826,55,49847,0.010198,0.030793
"GCF_024467035.1_ASM2446703v1","ecoli_achtman_4","48","adk(6)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O8","H18","O8:H18","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:0.98;","O8-14-wzm;O8-30-wzt;H18-2-fliC;","100;100;98.018;","100;100;100;","NZ_CP101666.1;NZ_CP101666.1;NZ_CP101666.1;","136213-137007;137007-138221;228610-230274;","795;1215;1665;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4578691,4631217,4781373,69,52526,0.011342,0.04239
"GCF_024496025.1_ASM2449602v1","ecoli_achtman_4","410","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(18)","recA(7)","-","-","H9","-:H9","-","Based on 1 allele(s)","fliC:1;","H9-1-fliC-origin;","99.95;","100;","NZ_CP101705.1;","2055873-2057885;","2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4905904,4959782,5086440,55,53878,0.010863,0.035494
"GCF_024499095.1_ASM2449909v1","ecoli_achtman_4","453","adk(99)","fumC(6)","gyrB(33)","icd(33)","mdh(24)","purA(8)","recA(7)","-","O23","H16","O23:H16","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O23-1-wzx-origin;O23-2-wzy-origin;H16-25-fliC;","100;99.903;100;","100;100;100;","NZ_CP075716.1;NZ_CP075716.1;NZ_CP075716.1;","86655-87860;84791-85816;225771-227345;","1206;1026;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4965143,5064915,5268158,43,99772,0.019699,0.057518
"GCF_024499115.1_ASM2449911v1","ecoli_achtman_4","515","adk(57)","fumC(11)","gyrB(1)","icd(109)","mdh(7)","purA(8)","recA(2)","-","O128","H12","O128:H12","-","Based on 3 allele(s)","wzx:0.993;wzy:0.994;fliC:1;","O128-3-wzx-origin;O128-16-wzy;H12-3-fliC-origin;","99.307;99.425;100;","100;100;100;","NZ_CP075731.1;NZ_CP075731.1;NZ_CP075731.1;","1828933-1830375;1832960-1834003;1955827-1957614;","1443;1044;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4762280,4829896,4983566,63,67616,0.013999,0.044403
"GCF_024499155.1_ASM2449915v1","ecoli_achtman_4","3944","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(179)","purA(8)","recA(2)","-","O8","H2","O8:H2","-","Based on 3 allele(s)","wzm:1;wzt:0.998;fliC:1;","O8-11-wzm;O8-29-wzt;H2-6-fliC;","100;99.835;100;","100;100;100;","NZ_CP075737.1;NZ_CP075737.1;NZ_CP075737.1;","1177642-1178436;1176428-1177642;1055275-1056763;","795;1215;1489;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5116373,5172098,5298850,78,55725,0.010774,0.034437
"GCF_024499175.1_ASM2449917v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;99.95;","100;100;100;","NZ_CP075722.1;NZ_CP075722.1;NZ_CP075722.1;","3280405-3281184;3281191-3281943;1883604-1885616;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4773168,4822482,4940787,81,49314,0.010226,0.033926
"GCF_024499245.1_ASM2449924v1","ecoli_achtman_4","6775","adk(288)","fumC(11)","gyrB(109)","icd(399)","mdh(7)","purA(1)","recA(2)","-","O131","H11","O131:H11","-","Based on 3 allele(s)","wzx:1;wzy:0.909;fliC:0.93;","O131-3-wzx;O131-4-wzy;H11-1-fliC-origin;","100;99.916;100;","100;91;93;","NZ_CP101866.1;NZ_CP101866.1;NZ_CP101866.1;","1792878-1794146;1795149-1796336;1918508-1919871;","1269;1188;1364;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4579247,4621790,4784742,68,42543,0.009205,0.042948
"GCF_024499265.1_ASM2449926v1","ecoli_achtman_4","155","adk(6)","fumC(4)","gyrB(14)","icd(16)","mdh(24)","purA(8)","recA(14)","-","O51","H4","O51:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O51-4-wzx;O51-7-wzy;H4-2-fliC-origin;","100;100;99.905;","100;100;100;","NZ_CP101858.1;NZ_CP101858.1;NZ_CP101858.1;","1181715-1183274;1179802-1180839;1033818-1034867;","1560;1038;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4891756,4959222,5104897,45,67466,0.013604,0.041752
"GCF_024499305.1_ASM2449930v1","ecoli_achtman_4","12631","adk(6)","fumC(11)","gyrB(4)","icd(8)","mdh(1193)","purA(8)","recA(2)","-","O18","H16","O18:H16","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O18-7-wzx;O18-11-wzy;H16-25-fliC;","100;99.748;100;","100;100;100;","NZ_CP030152.1;NZ_CP030152.1;NZ_CP030152.1;","1825206-1826453;1826512-1827700;1922997-1924571;","1248;1189;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5073587,5132305,5284704,68,58718,0.011441,0.039949
"GCF_024502345.1_ASM2450234v1","ecoli_achtman_4","3907","adk(1)","fumC(25)","gyrB(7)","icd(140)","mdh(1)","purA(175)","recA(2)","-","O112","H9","O112:H9","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O112-6-wzx;O112-7-wzy;H9-5-fliC;","100;100;99.553;","100;100;100;","NZ_JALDNN010000001.1;NZ_JALDNN010000001.1;NZ_JALDNN010000001.1;","84957-86348;86368-87546;185834-187846;","1392;1179;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4759123,4839681,5058698,66,80558,0.016645,0.05922
"GCF_024507875.1_ASM2450787v1","ecoli_achtman_4","1312","adk(6)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(78)","recA(2)","-","O25","H16","O25:H16","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O25-1-wzx-origin;O25-5-wzy;H16-25-fliC;","100;100;100;","100;100;100;","NZ_CP101922.1;NZ_CP101922.1;NZ_CP101922.1;","1753830-1755089;1757246-1758308;1853635-1855209;","1260;1063;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4543240,4579704,4728383,90,36464,0.007962,0.039156
"GCF_024507935.1_ASM2450793v1","ecoli_achtman_4","533","adk(6)","fumC(4)","gyrB(5)","icd(18)","mdh(11)","purA(8)","recA(14)","-","O160","H10","O160:H10","-","Based on 3 allele(s)","wzx:0.998;wzy:1;fliC:1;","O160-3-wzx;O160-2-wzy-origin;H10-10-fliC;","99.84;100;100;","100;100;100;","NZ_CP101921.1;NZ_CP101921.1;NZ_CP101921.1;","1842826-1844073;1845993-1847093;1963364-1964625;","1248;1101;1262;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4678273,4712103,4790206,48,33830,0.007179,0.023367
"GCF_024508035.1_ASM2450803v1","ecoli_achtman_4","5869","adk(80)","fumC(95)","gyrB(3)","icd(18)","mdh(11)","purA(8)","recA(333)","-","O25","H23","O25:H23","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O25-1-wzx-origin;O25-5-wzy;H23-2-fliC;","100;100;99.943;","100;100;100;","NZ_CP101920.1;NZ_CP101920.1;NZ_CP101920.1;","1939069-1940328;1942485-1943547;2063126-2064892;","1260;1063;1767;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4913696,4966089,5067207,46,52393,0.01055,0.030295
"GCF_024508055.1_ASM2450805v1","ecoli_achtman_4","694","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(7)","purA(13)","recA(2)","-","O89","H33","O89:H33","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H33-1-fliC-origin;","94.103;93.625;100;","100;100;100;","NZ_CP101915.1;NZ_CP101915.1;NZ_CP101915.1;","3367500-3368279;3366741-3367493;1874456-1875742;","780;753;1287;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4644116,4693175,4816793,81,49059,0.010453,0.035849
"GCF_024508155.1_ASM2450815v1","ecoli_achtman_4","73","adk(36)","fumC(24)","gyrB(9)","icd(13)","mdh(17)","purA(11)","recA(25)","-","O6","H1","O6:H1","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP101925.1;NZ_CP101925.1;NZ_CP101925.1;","1896829-1898085;1898085-1899428;2142708-2144495;","1257;1344;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5023698,5094765,5209885,55,71067,0.013949,0.035737
"GCF_024579775.1_ASM2457977v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP102061.1;NZ_CP102061.1;NZ_CP102061.1;","845792-847051;842577-843639;635475-636524;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5135292,5209568,5333694,50,74276,0.014258,0.037198
"GCF_024584645.1_ASM2458464v1","ecoli_achtman_4","405","adk(35)","fumC(37)","gyrB(29)","icd(25)","mdh(4)","purA(5)","recA(73)","-","O2/O50","H4","O2/O50:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O2-1-wzx-origin;O2-2-wzy-origin;H4-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP090196.1;NZ_CP090196.1;NZ_CP090196.1;","1939823-1941085;1942798-1943760;2098520-2099569;","1263;963;1050;","v1.0 (11-03-2020)","High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4954212,5040533,5208937,29,86321,0.017125,0.048902
"GCF_024584825.1_ASM2458482v1","ecoli_achtman_4","2354","adk(6)","fumC(6)","gyrB(5)","icd(26)","mdh(7)","purA(8)","recA(14)","-","O103","H21","O103:H21","-","Based on 3 allele(s)","wzx:0.998;wzy:1;fliC:1;","O103-1-wzx-origin;O103-3-wzy-origin;H21-12-fliC;","99.842;100;100;","100;100;100;","NZ_CP076276.1;NZ_CP076276.1;NZ_CP076276.1;","2280834-2282099;2277803-2278951;2171734-2173209;","1266;1149;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4951856,5009752,5125368,43,57896,0.011557,0.033854
"GCF_024584845.1_ASM2458484v1","ecoli_achtman_4","6402","adk(6)","fumC(4)","gyrB(14)","icd(16)","mdh(520)","purA(8)","recA(14)","-","O45","H10","O45:H10","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O45-2-wzx-origin;O45-5-wzy-origin;H10-20-fliC;","100;100;100;","100;100;100;","NZ_CP076259.1;NZ_CP076259.1;NZ_CP076259.1;","2277524-2278786;2275476-2276567;2151878-2153140;","1263;1092;1263;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4818018,4884614,5012634,43,66596,0.013634,0.038825
"GCF_024584865.1_ASM2458486v1","ecoli_achtman_4","12338","adk(6)","fumC(1858)","gyrB(33)","icd(18)","mdh(9)","purA(8)","recA(14)","-","O103","H21","O103:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O103-1-wzx-origin;O103-3-wzy-origin;H21-12-fliC;","100;100;100;","100;100;100;","NZ_CP076279.1;NZ_CP076279.1;NZ_CP076279.1;","2353338-2354603;2350307-2351455;2208571-2210046;","1266;1149;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5042027,5124127,5278959,44,82100,0.016022,0.044882
"GCF_024584885.1_ASM2458488v1","ecoli_achtman_4","297","adk(6)","fumC(65)","gyrB(32)","icd(26)","mdh(9)","purA(8)","recA(2)","-","O1","H8","O1:H8","-","Based on 3 allele(s)","wzx:0.993;wzy:0.99;fliC:1;","O1-1-wzx-origin;O1-7-wzy;H8-1-fliC-origin;","99.348;99.005;100;","100;100;100;","NZ_CP076262.1;NZ_CP076262.1;NZ_CP076262.1;","2324076-2325302;2320804-2321808;2198768-2200246;","1227;1005;1479;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4840156,4921312,5062922,49,81156,0.016491,0.043999
"GCF_024584905.1_ASM2458490v1","ecoli_achtman_4","223","adk(6)","fumC(4)","gyrB(4)","icd(18)","mdh(24)","purA(8)","recA(14)","-","O88","H16","O88:H16","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O88-1-wzx-origin;O88-2-wzy-origin;H16-25-fliC;","100;100;100;","100;100;100;","NZ_CP076264.1;NZ_CP076264.1;NZ_CP076264.1;","2256594-2258051;2254391-2255665;2130786-2132360;","1458;1275;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4918756,5017650,5175974,54,98894,0.019709,0.049695
"GCF_024584925.1_ASM2458492v1","ecoli_achtman_4","2521","adk(6)","fumC(19)","gyrB(3)","icd(135)","mdh(11)","purA(8)","recA(6)","-","O147","H7","O147:H7","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O147-1-wzx-origin;O147-2-wzy-origin;H7-6-fliC-origin;","99.919;100;100;","100;100;100;","NZ_CP076268.1;NZ_CP076268.1;NZ_CP076268.1;","2283082-2284314;2281839-2283026;2130844-2132601;","1233;1188;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4725569,4769065,4863555,45,43496,0.00912,0.028371
"GCF_024584945.1_ASM2458494v1","ecoli_achtman_4","6160","adk(6)","fumC(807)","gyrB(524)","icd(26)","mdh(20)","purA(8)","recA(14)","-","O112","H21","O112:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O112-6-wzx;O112-7-wzy;H21-12-fliC;","100;100;100;","100;100;100;","NZ_CP076282.1;NZ_CP076282.1;NZ_CP076282.1;","2244294-2245685;2243096-2244274;2152848-2154323;","1392;1179;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4802858,4855114,4967907,46,52256,0.010763,0.033223
"GCF_024584965.1_ASM2458496v1","ecoli_achtman_4","297","adk(6)","fumC(65)","gyrB(32)","icd(26)","mdh(9)","purA(8)","recA(2)","-","O3","H8","O3:H8","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O3-4-wzx;O3-2-wzy-origin;H8-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP076270.1;NZ_CP076270.1;NZ_CP076270.1;","2284156-2285649;2281923-2283008;2170791-2172269;","1494;1086;1479;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4891320,4938881,5032657,47,47561,0.00963,0.028084
"GCF_024584985.1_ASM2458498v1","ecoli_achtman_4","345","adk(6)","fumC(4)","gyrB(14)","icd(1)","mdh(20)","purA(62)","recA(7)","-","O46/O8/O134","H21","O46/O8/O134:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O46-3-wzx;O46-7-wzy;H21-12-fliC;","100;100;100;","100;100;100;","NZ_CP076285.1;NZ_CP076285.1;NZ_CP076285.1;","2139386-2140518;2137174-2138313;1991059-1992534;","1133;1140;1476;","v1.0 (11-03-2020)","High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4555693,4586908,4663518,46,31215,0.006805,0.023121
"GCF_024585005.1_ASM2458500v1","ecoli_achtman_4","1308","adk(6)","fumC(6)","gyrB(33)","icd(1)","mdh(24)","purA(8)","recA(7)","-","-","H7","-:H7","-","Based on 1 allele(s)","fliC:1;","H7-6-fliC-origin;","99.943;","100;","NZ_CP076272.1;","2212045-2213802;","1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4917156,4967987,5082459,47,50831,0.010232,0.032524
"GCF_024585025.1_ASM2458502v1","ecoli_achtman_4","155","adk(6)","fumC(4)","gyrB(14)","icd(16)","mdh(24)","purA(8)","recA(14)","-","O109","H21","O109:H21","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O109-3-wzx;O109-6-wzy;H21-12-fliC;","100;99.918;100;","100;100;100;","NZ_CP076274.1;NZ_CP076274.1;NZ_CP076274.1;","2332514-2333878;2339215-2340435;2203859-2205334;","1365;1221;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4998193,5112879,5285702,46,114686,0.022431,0.054394
"GCF_024585365.1_ASM2458536v1","ecoli_achtman_4","156","adk(6)","fumC(29)","gyrB(32)","icd(16)","mdh(11)","purA(8)","recA(44)","-","-","H45","-:H45","-","Based on 1 allele(s)","fliC:1;","H45-3-fliC;","100;","100;","NZ_CP073924.1;","1992815-1994521;","1707;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4914292,4966363,5080306,47,52071,0.010485,0.032678
"GCF_024585385.1_ASM2458538v1","ecoli_achtman_4","410","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(18)","recA(7)","-","O76","H9","O76:H9","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O76-1-wzx-origin;O76-2-wzy-origin;H9-1-fliC-origin;","99.919;100;99.95;","100;100;100;","NZ_CP073926.1;NZ_CP073926.1;NZ_CP073926.1;","1876408-1877646;1878212-1879444;2046991-2049003;","1239;1233;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4817531,4864927,4978698,56,47396,0.009742,0.032371
"GCF_024585405.1_ASM2458540v1","ecoli_achtman_4","165","adk(10)","fumC(27)","gyrB(5)","icd(10)","mdh(12)","purA(8)","recA(2)","-","O132","H21","O132:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O132-1-wzx-origin;O132-6-wzy;H21-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP073929.1;NZ_CP073929.1;NZ_CP073929.1;","1818062-1819345;1823003-1824202;1942042-1943517;","1284;1200;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4792896,4833311,4931753,83,40415,0.008362,0.028156
"GCF_024585425.1_ASM2458542v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP073932.1;NZ_CP073932.1;NZ_CP073932.1;","3287555-3288334;3288341-3289093;1874728-1876740;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4613078,4654373,4772933,81,41295,0.008872,0.033492
"GCF_024585445.1_ASM2458544v1","ecoli_achtman_4","5334","adk(10)","fumC(11)","gyrB(1)","icd(8)","mdh(8)","purA(8)","recA(2)","-","-","H4","-:H4","-","Based on 1 allele(s)","fliC:1;","H4-2-fliC-origin;","100;","100;","NZ_CP073936.1;","1862405-1863454;","1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4562694,4628569,4770347,80,65875,0.014232,0.04353
"GCF_024585465.1_ASM2458546v1","ecoli_achtman_4","-","adk(288)","fumC(11)","gyrB(1)","icd(399)","mdh(7)","purA(1)","recA(2)","-","O176","-","O176:-","-","Based on 2 allele(s)","wzx:0.994;wzy:0.994;","O176-1-wzx-origin;O176-2-wzy-origin;","99.435;99.4;","100;100;","NZ_CP073939.1;NZ_CP073939.1;","1760164-1761402;1758836-1760167;","1239;1333;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4511344,4544576,4708976,60,33232,0.007312,0.041969
"GCF_024585485.1_ASM2458548v1","ecoli_achtman_4","6786","adk(112)","fumC(11)","gyrB(5)","icd(12)","mdh(179)","purA(8)","recA(86)","-","O184","H30","O184:H30","-","Based on 3 allele(s)","wzx:0.996;wzy:0.993;fliC:1;","O184-1-wzx-origin;O184-2-wzy-origin;H30-4-fliC;","99.601;99.256;100;","100;100;100;","NZ_CP073943.1;NZ_CP073943.1;NZ_CP073943.1;","1766077-1767330;1768601-1769943;1848297-1850009;","1254;1344;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4539225,4578036,4686118,80,38811,0.008478,0.031346
"GCF_024585505.1_ASM2458550v1","ecoli_achtman_4","656","adk(10)","fumC(7)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O141","H4","O141:H4","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O141-1-wzx-origin;O141-4-wzy-origin;H4-2-fliC-origin;","100;99.73;99.905;","100;100;100;","NZ_CP073946.1;NZ_CP073946.1;NZ_CP073946.1;","1836772-1838013;1840054-1841166;1992253-1993302;","1242;1113;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4675031,4747547,4940629,76,72516,0.015274,0.053758
"GCF_024585525.1_ASM2458552v1","ecoli_achtman_4","7101","adk(10)","fumC(11)","gyrB(4)","icd(140)","mdh(8)","purA(2)","recA(2)","-","-","H10","-:H10","-","Based on 1 allele(s)","fliC:1;","H10-20-fliC;","100;","100;","NZ_CP073949.1;","1877727-1878989;","1263;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4655714,4704104,4823129,71,48390,0.010287,0.034711
"GCF_024585545.1_ASM2458554v1","ecoli_achtman_4","2179","adk(9)","fumC(65)","gyrB(5)","icd(18)","mdh(11)","purA(8)","recA(6)","-","O9","H9","O9:H9","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-14-wzm;O9-19-wzt;H9-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP073953.1;NZ_CP073953.1;NZ_CP073953.1;","1774506-1775291;1775294-1776589;1919448-1921460;","786;1296;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4954976,4997612,5097888,45,42636,0.008531,0.028034
